,Username,sentiment
0,0x_epic,0.4000000059604645
1,27_sunshine_09,0.800000011920929
2,6OQoxrmJVodu41c,0.30000001192092896
3,AHitokiri,0.10000000149011612
4,ASAP_Anonymous,0.4000000059604645
5,AbdouRadeon,0.20000000298023224
6,Abhijeet147,0.0
7,Achupanda1999,0.8999999761581421
8,AkashAltair,0.30000001192092896
9,Alex0news,-0.10000000149011612
10,Alice_Sim1,0.0
11,Anthoon06,0.20000000298023224
12,Anulian1,0.0
13,AsheeeWasTaken,-0.20000000298023224
14,Atti550,0.8999999761581421
15,Aytyeen,0.0
16,Babycraj,0.0
17,Bettina39545696,-0.20000000298023224
18,Biscoita26,0.10000000149011612
19,BlessonCBiju1,0.30000001192092896
20,Bonnbels1,0.30000001192092896
21,BoostedTechNC,0.30000001192092896
22,Bruh_Bruh87,-0.8999999761581421
23,Brutelle_,0.5
24,CartoonBoy0000,0.30000001192092896
25,ChickenGlazed,-0.20000000298023224
26,CoetzeeBern,0.30000001192092896
27,Cryptikz__,0.0
28,CyberKurofps,0.30000001192092896
29,DDDDDDD1123456,0.30000001192092896
30,DE_GamingDeals,0.4000000059604645
31,Dabebesus,0.0
32,DaniNikolov10,0.10000000149011612
33,DarthMermaid0,0.8999999761581421
34,DatFucknSoap,0.20000000298023224
35,DomaLiquid,
36,DrPaperboy,0.10000000149011612
37,DrakoWastaken,-0.20000000298023224
38,Edel8263,0.10000000149011612
39,Egniamto,0.30000001192092896
40,Elite747,0.5
41,Enslaved2G,-0.10000000149011612
42,FF14cain,0.0
43,Felipe_1K_So,0.0
44,Feysal74163918,0.20000000298023224
45,Fight2S,0.10000000149011612
46,FloridianNight2,-0.4000000059604645
47,FrankIngaroca,0.30000001192092896
48,Frictiox_O,0.10000000149011612
49,Godlover694,-0.800000011920929
50,GoldDoggyLIVE,0.0
51,GreggoTheEggo,0.30000001192092896
52,Grievous_Lady96,0.10000000149011612
53,HyperHammymach8,0.0
54,Iced0209,0.0
55,IfanMeredith,-0.800000011920929
56,ImpulsarStudios,0.0
57,ItsChri52836173,0.4000000059604645
58,JasyrRoa20,-0.10000000149011612
59,Jinn019,-0.10000000149011612
60,JosueSabillon2,0.0
61,JulieGem1004,0.699999988079071
62,JustFriendMike,0.8999999761581421
63,KatieHa15177090,0.4000000059604645
64,KavishPatil9,0.10000000149011612
65,KeeleyKieran,0.8999999761581421
66,KidParents,0.4000000059604645
67,L0wsky0_News,0.20000000298023224
68,Lihy_pppink,0.10000000149011612
69,LoganBarnikow,0.10000000149011612
70,LulWhatthehell,-0.30000001192092896
71,MCForeignPolicy,0.0
72,MDoqmak,-0.4000000059604645
73,MaceFN1,0.30000001192092896
74,MacielTuz,0.0
75,Mahmoud03189605,0.30000001192092896
76,MandonRay,0.30000001192092896
77,Maxlias,0.10000000149011612
78,MessingO24,0.4000000059604645
79,Mitoexd,0.30000001192092896
80,Moater_Boater,0.20000000298023224
81,NankNanda99,0.30000001192092896
82,New_Plagues,0.0
83,NicholaPaulLoL,0.0
84,Noor76547343,0.20000000298023224
85,OGA_OJ0221,0.10000000149011612
86,Omapol_Maki,-0.30000001192092896
87,Passions4_,-0.10000000149011612
88,Paturall,0.10000000149011612
89,PelinoJonas,-0.20000000298023224
90,PerryD2k,-0.30000001192092896
91,Pinkysheep2,0.0
92,PivotalDigitalM,0.0
93,PlusDeaths,0.0
94,PredeselM,0.30000001192092896
95,PrestonSnowden,0.20000000298023224
96,Quyckso,0.20000000298023224
97,RainSCK,0.800000011920929
98,Ramin8895,0.30000001192092896
99,RealDupre,0.0
100,RedaTabich,0.30000001192092896
101,RipteyOfficial,-0.10000000149011612
102,Rock_GBStore,0.10000000149011612
103,Rokkienkeli,0.0
104,Romario33330729,0.699999988079071
105,Ron4ld18,0.30000001192092896
106,RoseyRubi,-0.30000001192092896
107,SC_Punks,0.8999999761581421
108,SailorGrae,0.30000001192092896
109,SakaHystalker,0.20000000298023224
110,Sergej38628875,-0.30000001192092896
111,Sheaalby,0.0
112,SipNShooty,0.0
113,SlayyOG,0.10000000149011612
114,SleepyPanda_7,0.30000001192092896
115,Snahccy,0.0
116,SnakePiercy,0.5
117,SnipersLaww,-0.20000000298023224
118,SobbyQuiet,-0.10000000149011612
119,Sofiane32827494,0.10000000149011612
120,SpoderBrad,0.0
121,Squidward7388,0.10000000149011612
122,StereoSteveo,0.10000000149011612
123,Subha_Bitts,0.0
124,SuleymanGhaith,0.30000001192092896
125,Sweet_Syndicate,0.0
126,TECHSUPPORT800,-0.10000000149011612
127,TSyannon,0.0
128,TankistaE,0.10000000149011612
129,Techandhardware,0.30000001192092896
130,Thabiso_Ephile,-0.30000001192092896
131,TheBlueCollarG,0.6000000238418579
132,TheShe1der,0.20000000298023224
133,TheSmaea,0.10000000149011612
134,The_linexxxxx,0.30000001192092896
135,Thumbs_UK,0.5
136,Titi00325,0.10000000149011612
137,Tobey_Darling,0.0
138,TolliGaming,0.0
139,TomPlayzGamz,0.10000000149011612
140,Tommy_924,0.20000000298023224
141,TqAU_,-0.6000000238418579
142,Twi_Trauye,0.0
143,Ty95652921,0.4000000059604645
144,Ufuk89276679,0.0
145,Ugh_thegeek,0.30000001192092896
146,Wachinango1104,0.30000001192092896
147,WhippetEsports,0.30000001192092896
148,WilliamOgert,0.5
149,Winterartifact,-0.5
150,XVortex10,0.0
151,Zbourg95,0.20000000298023224
152,ZoltanBogar3,0.10000000149011612
153,_void7v,0.0
154,alexbcosta96,0.0
155,amir_suliman01,-0.20000000298023224
156,arsik21921,0.20000000298023224
157,asdfflla1,-0.10000000149011612
158,astralmoonkin,-0.20000000298023224
159,babyllucky,0.0
160,barbora0408,0.0
161,bbeck904,0.10000000149011612
162,beans4finn,-0.30000001192092896
163,beni_zm,-0.8999999761581421
164,brady_wrong,-0.10000000149011612
165,bricked_ramen,0.5
166,bubbatmw1,0.20000000298023224
167,civic_drifter,0.0
168,cmolinap1204,0.0
169,cojo6138,0.0
170,creat1veSupr3me,0.8999999761581421
171,david_at_bass,0.10000000149011612
172,dircde0,0.6000000238418579
173,dy_namites,0.0
174,dylanew,-0.10000000149011612
175,edenpewpew1,0.0
176,eitherwind,0.0
177,embakasan,0.30000001192092896
178,emilioarandaxx,0.10000000149011612
179,ethantheleber,-0.4000000059604645
180,fazented,-0.800000011920929
181,gabplayztw1tter,0.0
182,gatomuyloco1,0.30000001192092896
183,gucio236,0.10000000149011612
184,hammerdroid95,0.6000000238418579
185,hashBoot007,-0.10000000149011612
186,hirenmii,-0.20000000298023224
187,ihsanmlnnaa,0.30000001192092896
188,ind1go_blu3,0.20000000298023224
189,iva_lipa,0.0
190,jessemarcos136,0.0
191,juegosreview,0.10000000149011612
192,julinek_marek,0.0
193,kamaldoharey_,0.0
194,karantg98,0.0
195,kmhasanbipul,0.20000000298023224
196,kolasinac_miki,
197,lapislazuli404,0.0
198,level_extra,0.20000000298023224
199,lhordhejhunyor,-0.10000000149011612
200,lordrainne,0.0
201,lowierybywmc,-0.20000000298023224
202,maimi2014,0.0
203,martinbaltaz92,-0.20000000298023224
204,mattystreams317,0.0
205,mrazirovaniy,0.0
206,muhamma97849515,0.0
207,nathaniel_oakes,0.30000001192092896
