Username,sentiment
Glenn_dgb_,-0.300000012
Godwin04007441,0.300000012
GoodDali1,0.699999988
Gopal58547066,-0.300000012
GreenLight2006,-0.300000012
Greidys72394740,0.400000006
GrizzyGzy,0.300000012
GubaGergo17,0.899999976
GuillemRecolons,0.400000006
GundoRsa2,-0.400000006
GurcharansinghK,-0.100000001
GuruPrasaad14,0.5
HAMZEHJOUDEH1,0.300000012
HDDoone,-0.300000012
HRHAngie,-0.300000012
HYPERccx,
Hajii_j,0.100000001
HamPolite,0
Handsome_XiaoLu,0.100000001
HariJanani2,0.800000012
HarshilThamwal6,0
HasaanIbrahin,0
HeaTin3,0.300000012
Heisenberg4222,-0.200000003
HildebrandTatum,0.100000001
HiroakiYamada18,0.300000012
Hsuehung,0.200000003
HungkonK,0.200000003
Hussienaraby7,0.300000012
HustleNona,-0.100000001
HynxR6,0.200000003
HyzShortiie,0
INVINCIBLE_NOOR,-0.400000006
IRizwanhere,0.5
I_mVeena,-0.100000001
IamRayJr__,0
Iam_faizzan,0.100000001
Iam_urdestiny21,0.200000003
Iamaboutanut,0.100000001
Ibarros12,0
IbimsDan,0.300000012
IbsgleyA,-0.800000012
Ichigo1940,0.200000003
Iftekhar1Aman,0.100000001
IkerAkaAries,0.100000001
ImoleTacashy,-0.5
Indroshaoskin,0.300000012
Influenza1023,-0.100000001
IoStracciatella,-0.100000001
Ioringozoo,0
IsCiou,0.200000003
IsaiahR90132762,0
IslamAhmed54,0.300000012
ItsanshTiwari,0
ItzAlex34361059,-0.100000001
Ivanfsiarnny7,0.100000001
IvyMobouck,0.200000003
JChaleamchai,0.300000012
JDogs97,0.300000012
JLawrence55,0
JReddingJones,0.5
JackieXX1996,0.899999976
Jacquii12153280,0.699999988
JamieJo82302214,0.600000024
JanSamith,0.400000006
JashwanthMeruga,0
JasnaGrbic,
Jason_Li_YY,0
JasperVelde,0.600000024
JavierMtzE,0.100000001
Javkhaa2014,0.100000001
JayaramKailas,0.400000006
JeanPie64458796,0.300000012
JeelaniMasroor,-0.100000001
Jeremia0597,-0.100000001
JeremyLeusden,
Jharkhandvasi1,0
JigsPatel1121,0.100000001
Jihad_A7med,0.300000012
Joebrincks,-0.100000001
JohannesRauch73,0.400000006
JohnsonWang2022,0.100000001
JonathanSsekal5,0.100000001
JonnySa98361167,0.300000012
Jordan8329,0.400000006
JordanWicks17,0
JoseBertran4,0
JoyceYa75165306,-0.100000001
Juan70115051,0.5
JuanCar01073921,0
JuanPab83087509,0.200000003
JuanPrades,0.200000003
Juansebasrg,0.600000024
JuliedeSade,0
JustSwell2,0
Justin_satoshi,-0.200000003
Jyothi_Raghava_,-0.400000006
KS_Financieros,0
KUNAL__18,-0.200000003
Kacem_adda,
KamalaCherif,0.200000003
KangzGaveMePTSD,-0.100000001
Kapilgor22,0.100000001
Karaballet1225,0.5
Katie982733571,0.400000006
Katten114514,0.300000012
Kavmhdi,0.200000003
Kavyamahesh005,
KelliBelli__,0.200000003
Kelly268991,0.899999976
KendimexNotlar,-0.5
KendrickDenetr1,0.600000024
Kevin38711184,0
Kevin67118512,0.100000001
KhabbabQari,0.100000001
Kimberl93459015,0.5
KingKiller2164,0.400000006
KirkLugo,0.699999988
KishuinuMeta,0
Kivindu_heshan,-0.100000001
Kkadam28,-0.400000006
Kleriston18,0
Klown3021020,0
KlukowskiPaul,0.800000012
KosenRoom_WK,0.100000001
KostyaKobzev,0.100000001
Kou15604779,0.100000001
KrisBandle,0
Krishna83101351,0.400000006
KrishnaBhupal1,0.300000012
Kubanczuk,-0.400000006
KumarSukuna,
KuroBrandon,0.300000012
KylieAn65914540,0.300000012
L4Caocf5MCZCCx8,0
L5Vanessa,0.300000012
LANGELALFONSO,0.200000003
LASTSSJ,0
LBulgach,-0.600000024
LBxALBIN,
LaAuto1991,-0.100000001
Lahirud22861527,0.100000001
Lakhkarkhan0,0.200000003
LasithLakmal,0.300000012
LauraPo97336045,0
LavandulaFF7,0.200000003
Lavo0c0,0.300000012
Legndarygamer15,0.100000001
LeikSav,-0.600000024
Leila22hh,0.300000012
LemuelTaylor11,0.899999976
LeoTorres222,0.100000001
Leoac2023,-0.300000012
LeonardoCMesqu1,0.400000006
LesaffreElena,-0.200000003
LilBrown283,-0.600000024
LilTune92382031,0.100000001
LilianRassi,0
LizSalgadoM,0.100000001
LlomiNomo,0.400000006
Luby93061667,0.800000012
LucaCalmera,0.5
LuciaAnaMari,0.300000012
Lucy23006616,-0.800000012
LudiePredovic,0.100000001
Luis11293859,0.400000006
LuisCor70733478,0.200000003
Luis_Medina05,0.200000003
LuizButzke4,0
LuizC_Carvalho,0.100000001
Luke_Kaminski,0.600000024
LuminousDon,0.200000003
Lundic,0.100000001
LxunThn77425683,0.300000012
LynelleMostrom,0
LyzField,0.100000001
MDNAHIDHASANS98,0.300000012
MDSidDu15,0.200000003
MGhouaidia,0.200000003
MM63226660,0.100000001
MNMarkAZ,0.400000006
MNamithgowda,
MRX4Z,0
MTSDiaz05,0
MUHSINHUSSEIN17,0.300000012
MWBaig2,-0.400000006
MachindraNikha1,-0.5
MachucaW,0.100000001
MadrugaSosa,0.600000024
MahabadiAhmad,0.200000003
Majid02_,-0.200000003
MaliPhanthu,0.300000012
Mamfuni71Duncan,0.899999976
Manas1387,0.699999988
MarcenioD,0
Marcos90120945,0.899999976
MarcosCoelhoRo1,0
Marie51222564,-0.800000012
MarieCarringt22,0.800000012
MarieFi66212030,-0.5
MarkMuteti6,-0.100000001
Mark_don21,0.100000001
MartaAvelar12,0.300000012
Maru_29122,0.400000006
MarwaKhalil258,0.899999976
MashalSediqi4,0.300000012
MatteoGarofolo,0.899999976
Maty_Almeyda,0
Max3539394994,0.300000012
MaximumFun420,0
May2991944660,0
Mayank7895,0.5
Mbomstic,0
McClever_,-0.100000001
MdShaki70217585,0.5
MeghrajTomar,0.5
MehrzadGoli,0
Mehtaba909,0.100000001
MejiavAldair,-0.200000003
Merman13Moisty,0.300000012
Metalbionix,0
Michael17260722,-0.5
Michael66406688,0
Miguel154351491,-0.300000012
MiguelFelguere1,0.300000012
MiguelJ95249764,0
MikulasHabala,0.300000012
Mills15Paco,0.400000006
MinTheinKyaw001,0.600000024
MiraFaran2,0.5
MirrorOfTimes,0
Mishio0523,0.100000001
Mituldodiya0,0.699999988
Mmath101,-0.200000003
Mo81850177,0.300000012
Mohamed71270330,0.300000012
MohamedAgour1,0.300000012
Mohamma29721234,0.300000012
Mohammad_pg19,-0.100000001
Mohamme65392071,-0.100000001
Mohamme97699682,-0.100000001
Mohd__Yasar,-0.100000001
Mohsen85A,0.200000003
Mohtang82714662,0.300000012
Moises09048093,0.400000006
Momnt12,-0.5
Moscoag2,0.300000012
Mostafa78814392,0.300000012
MotaNtkmom,0.400000006
MrAkshay_1111,0
Mr__Chann,0.300000012
Mr_wajish,0
Mralechenu,-0.200000003
Mrcheese88,-0.200000003
MrfbaX,-0.5
Muhammad_Fahimm,0.100000001
MukeshR127,0
MunirNotepad,-0.100000001
MurthyNukala,0.200000003
MyShekhar,-0.300000012
N1no16122843,0
NAKATOJOVIA,0
NFT_Kuske_Goa,0.400000006
NLIN66888,0.899999976
NNevanjith,0.200000003
NacThxng,0.200000003
Nacos031,0
Nadeem1448601,0.300000012
NaiyaNelson_,-0.200000003
NajuTana,0.100000001
Nang_Shwe_Zin,-0.200000003
Nanshuka97,0.300000012
NautiStitches,-0.699999988
Naveed_Shah_Jee,0
Naveen29186959,0
Naveen_netha1,-0.100000001
NavinKu00412350,0.300000012
NdproNatalpanzo,0.200000003
NellieA0913,0.5
NelliusBrown,0.699999988
NestorHRadio,0.200000003
NicholasSok1,0.200000003
Nick76895438,-0.800000012
Nicolas52294519,0
NicolasOsorio13,0.100000001
Nila_IX,0.100000001
Ninjashype_,0.899999976
Noelle_Kris,0
Nomikitrikilis3,0.100000001
NonNon26758521,-0.200000003
Nour59899020,0.200000003
Nt3Utkarsh,0.300000012
NullUsxr,0.300000012
Nusret_Y,0
Nutkondeez,0.100000001
OPPoWAc0leYBn0u,0.200000003
OTO46672237,0
OceanUnicorns,-0.5
Ochocinco75,0.100000001
Odol84476554,0.300000012
OficinaAjf,0.300000012
OkayImNotCupid1,-0.600000024
OkohJamin,0.300000012
Olantheanswer,0.400000006
Oluwashinaeze,0.800000012
OmjiPrasad,0
OnexXeo,0.200000003
Ophietokoyo5,0.300000012
Os_ra_,0
OxFrx,0.300000012
P3TRAPOD,0.100000001
PADIERNAAV,0
PFLstudio_it,0.699999988
PLAYB0IMAFIA,-0.800000012
ParkminSolar,0.899999976
Patrici78074185,0
PauloJn81384855,0.5
PavanChodisetti,0.400000006
Pedro42085735,-0.5
PerkyAlways,-0.200000003
PeterAb84835023,0.800000012
PeterMarrero14,-0.200000003
PhilomenaAdder1,0.800000012
Phunminiyih,0
Pijus77434835,0.300000012
PirshotamC,0.200000003
Portuga16804479,0
PowerMa28532759,0.200000003
Prakashcamden,0.300000012
Preetam89953001,0
PremPRaTiKEkka1,0.699999988
Premnat27385049,0.899999976
Prince2Bharath,0.200000003
PrinceS35538142,-0.600000024
PritamD57326636,0.300000012
Prithwi59179527,0.200000003
Prmixe,0
Publicinvester,0
PunjabBhangu,0.899999976
QSaman66,0
QUEENNICOLEATL,0.200000003
QaziMuhammadHu1,0
QuamiFaculty,0.100000001
QuiteRiotz,-0.300000012
Qusay_Altai,0.200000003
RACRORACRO,0.100000001
RDArmstrong1959,-0.5
RESET_owner,0
RJPF14,0.200000003
RLejand,0
RachelPadovan,0.200000003
RafaelMourao19,0
RahulShip,0
RajPattnaik19,-0.699999988
RajeshR61053122,0.400000006
RajveerNagar20,0.200000003
RakibHo26171497,0.100000001
RalphSPettit,0.699999988
Ralph_Rungg,0.100000001
Ramdasi3Avdhut,0.899999976
RatulChaudhary2,0.600000024
Raushan89789,-0.200000003
RausoLuis,0.100000001
Rauulllg,0.100000001
RaviHadapad17,0.800000012
RayirhK,0.699999988
Raymond55347441,0.400000006
Raymond68658471,0.400000006
RcjVdj911,0.200000003
Reallycierra,-0.300000012
RedPaperNews,0.300000012
RejaneBorba1,0.200000003
RenanOl36204628,0.300000012
Reneedaisy,0.400000006
Reza40819914,0.5
Rikisub95964927,0.300000012
RipusudanMahtha,-0.800000012
RishiMa80262561,
Rksharma145,0.800000012
RobbieK38,-0.100000001
Roberto55984811,0.200000003
Robin07800522,0.800000012
RobinHood1907,0
RocketLauncM,0.100000001
RodrigoSgrancio,0
RodriguezL5,0.300000012
RohanSi86816613,-0.200000003
RonRKirkpatrick,-0.200000003
Ronaldo67209200,0
Roshanubaid1,0.5
RoysSolano,0.100000001
Rudolf_Strobl,
RuffCoins11,0.200000003
Russel_0326,0.300000012
SChaughtai,0
SHERAZFAM,0.200000003
SHIVAM_1234515,-0.300000012
SH_William,0.100000001
SOPHEAKKHUT777,0.300000012
SSS__Crypto,0.300000012
STantalidis,0
SURAJIT9051,-0.300000012
Sabber914,0
SabbirA72328732,0.5
Sacrifice_King,0.100000001
SajFruits,0.100000001
SamerAsfour,0.200000003
Sami_ansari9,0
Samire53965899,0.300000012
Samiron09,0.300000012
Sammysticx,0
SamuelE42284145,0.200000003
Sanatan44931091,-0.200000003
Sang2090,0.300000012
SangamS25840644,0
SanjayK06481519,0.400000006
SaraIsa07,0.300000012
Saro67945956,0.200000003
SarthakKhandur6,0.300000012
SathavaraJ,0.300000012
Saumyaupadhyayy,0
SavageKitton,0.899999976
SaysSameer,-0.100000001
ScarlettAngell,0.400000006
Seb_fecamp,
SebastianWurzi1,0
Semper_Probus,-0.100000001
SergioC57843651,0.300000012
Sfmb_Mo,-0.400000006
Shabarish30,0.300000012
ShabirLone27,0.300000012
Shadiiixx7,0.300000012
Shaharryar,-0.300000012
ShahidIqbal9092,0
Shahroz73813855,-0.200000003
ShantanuKhanna8,0
Shibariumism,0
Shoaib_bw_,0.300000012
ShrutiGaitonde,0
Shubham_853,-0.100000001
SiddeshNayaka3,0.100000001
Siggy__1,0.200000003
Sir_PhM,-0.5
Smile35587339,0
SoniaStephen9,0
SoravRajak,0.800000012
SoukhyaS,0
SoyLaEdi,0.200000003
SpaceX2003,-0.5
SrodriguezA_,0.800000012
Stalwart_15,-0.100000001
Startgov,0
StephComoe,0
Stephannnii,0
Stephanthomas_,-0.200000003
StulceWesley,0.300000012
Subhash12997707,
Sunfl0werBH,0.600000024
Sunny_G10,-0.200000003
Sunriise23,0
SuppliesHill,0.300000012
Surendr83652435,0
Swathi77576161,0.400000006
Swifty_0922,0
TCapitalistman,-0.400000006
TContemplativa,0.400000006
TahaHealing,0
Tarungurjar77,0.200000003
TechMichael2,0.600000024
Ted87459602,0.300000012
Tellomilk,0.600000024
Terrascout1149,-0.200000003
TersinhaRosin,0.100000001
TetteyNyerere,0
TevohMreggae,
ThagirlVinarose,-0.400000006
Thai_Replubica,0.300000012
Thaonguyen1963,0.300000012
TheBigRedBear76,0.300000012
TheGSStudio,-0.100000001
TheKitchen180,0.5
TheSquareJordan,0
TheSquishy07,-0.300000012
ThegameronFireT,-0.600000024
Thisprettylady4,0
ThomasHui9,0.5
ToddPMarco,-0.200000003
Trexsetup,0.400000006
TrollerDvp,-0.300000012
TssENqQaOmQXyxf,0
Tylerscott012,0.100000001
UFakson,0
UPopcorn666,0.100000001
USFacificFleet,0.100000001
UchoaRochaRoch1,0.400000006
Uefa12237087,-0.5
Ujjwal_tkd03,-0.100000001
UmairAli55HN,0.400000006
Umar58878519,0.200000003
Usama9302,0.200000003
UsamaTauqeer2,0
User772101,-0.400000006
VIBHAWSRIVASTA,0
Vansh_Jain_01,0.899999976
VibhuGoel10,0.300000012
VictorD52888757,0
VictorManuel968,0.5
VictorVecci,0
VictorY18543393,0.899999976
Victorglezk,0.300000012
Vipintvm250,0.200000003
ViveWithJeremy,0.899999976
Vivek_Tripathii,-0.100000001
Viviana_Dide,0.200000003
Vladi67349897,0.300000012
VrijeshPandey3,0.300000012
WCN6ChPUperUwup,0.100000001
WENTOMMY33,
WaqasKh31944888,-0.200000003
Wellaxml5,0.200000003
Wellinght0n89,-0.100000001
WilfredZyl,0
WillBarbalat,-0.5
WilliamLackman1,0.300000012
Windbody_core,0
Wosep02,0.100000001
WuQizhen_TuiTe,0.600000024
XIOMY_COR,0.200000003
XSabias,0.300000012
Xraq_02,0.200000003
YaelSanchezs,0.300000012
Yandryrojas04,
Yasinn2708,0.600000024
Zahidkh70117295,0
ZedsDad,0
Zeinabe19867643,0.300000012
ZiferioR,-0.400000006
Zoro7roronoa7,-0.800000012
ZvZ21l,0
_TLR_TLR_,0.200000003
_Vansh_Thakur_,0.200000003
__AhmedOsman__,0.200000003
__Zo__Ma,0.200000003
__bubbazza__,0
__mrcharra,0.300000012
__popopopon1303,0.300000012
__watuluv__,-0.200000003
_andresiito_,0
_tatafo,-0.400000006
_tenchoelama_,0
_wicked1x,0.899999976
_yozorakakeru_,0.100000001
a1icie,0.100000001
a215564,0.200000003
aadhil696,0.300000012
aadil_wordpress,0.200000003
aaron_james84,0
aban_aslam,0.300000012
abdars,0
abhijitsagar07,0
abwrym677116525,0.300000012
acerezon,0.200000003
achintyasingh04,0.899999976
acreedds,0.400000006
adebola_badejo,0.100000001
adele_nix,0
adhisrini87,0
adityakumar1916,0.100000001
adjtk01,0
adnanawaira786,0.400000006
afoo01,0.100000001
agarnica52,0.400000006
aigbojemma,0.100000001
ajazahmadmohd,0
ajithsebastia10,0.400000006
ak68a,0
akashiromegane,0.400000006
akki_dj,0
alexandra1479,0
alexisv_21,0
ali98_98,0.200000003
alien4president,-0.100000001
alishan1x,0
alsmawy31520085,0.300000012
altun_aral,0
alvarito_medina,0.400000006
amandaxie,-0.100000001
amandwi39776875,-0.400000006
amendra_naagar,0
amjadalfadilx1,-0.200000003
anacrisbelloso,0.200000003
andsonlin,0.200000003
anhass__,0.699999988
aniketdhar8,0.300000012
ankur_cosial,0
ansarialiabbas9,0.300000012
anton181195,-0.100000001
antunesbrun01,0
anwer_ragab,0
aparedess__,0
archit_saraogi,-0.100000001
aristea_papa_97,0.400000006
armo_stickman,0
arseprec,0
arvind_joshi,0.400000006
asamoah023,0.200000003
ashiqem,0.200000003
ashurhod,-0.100000001
atreye_e06,-0.100000001
avptech,0.300000012
az_qw51,0
azumusu_defo,0.400000006
b4EMdjcMqfjLcrf,0.200000003
bErE_nAiSi,0.300000012
ba3llo,-0.100000001
babyog_389,0.5
bash3_,0.200000003
bcwatson1975,0.400000006
behtea,0.200000003
bemarvelous1,-0.100000001
beramarton,-0.100000001
bhagira18150351,0
bhatta_arijit,0.699999988
bhusal_mandeep,0.100000001
bigslumppaco,0.300000012
binaykmryadav,0.100000001
blacklogann,-0.200000003
blanks1991,0.300000012
blaqboiceekay,0
bluehue99,0.300000012
bond_sin,-0.300000012
bossthericky,0.100000001
braulioseabra,0.100000001
breakout4412,0.100000001
brizman_,0.100000001
brunololi5,-0.400000006
buhlembel,0.100000001
bujarselimi21,0.5
butimnothave,-0.600000024
byrd5620,0.100000001
call_me_tt_1997,0.300000012
canderson334,0.300000012
cangunbatan,0.200000003
canpolatkc,
carl_c_kraemer,0.300000012
carlosrafaeleb,-0.400000006
carlossalas_1,0
caryhumphries,-0.100000001
cassialilian,0.100000001
cassiocarletti,0.100000001
casumeetgarg,0
cdzO8QkZgU2wYRv,0.300000012
ceiphr,0.5
cemilolak2,0.100000001
cerebatant3131,0
cessjoy2020,0.300000012
charles40958113,-0.300000012
charskaph,0.100000001
chendaw48050461,0.899999976
cherxxryxh,0.400000006
chetan2587,0.300000012
chetangaikwad24,0.200000003
chiaoooooo__,0.300000012
chinonuela,-0.200000003
chng_mark,-0.300000012
chokilol,0.200000003
chribour,0
chris_keate,0.200000003
christo53252475,0
cihan49882638,-0.300000012
clarance_45,0.300000012
clashnl87,0
clown01282,0.300000012
coldsummers69,0.200000003
colthepar,0
conwaew,-0.200000003
corina_milligan,0.300000012
crewj2019,0.400000006
crystalallan1,0
cryto_r0ller,-0.200000003
curuchet_hernan,0.100000001
cxlifso,0
dalgon88,0
dancedw,0.100000001
dandyszn_,-0.100000001
daniel_luzitu,0.100000001
dannyuranus,-0.200000003
dany1792,-0.100000001
dashu46119132,0.300000012
davidahcox,0.300000012
davidsanchezlau,-0.100000001
dbopwer,0
deI0ebFUoosrNzy,0.300000012
dedlers,0.100000001
deepshamsher,0.100000001
demogaming_v,0.300000012
der_mentat,0
designitis,0.300000012
