,Username,sentiment
1228,kirn0709,
1229,kitty_kwong,
1230,kkkkonglq1999,
1231,knp_ray,
1232,kobe2444145,
1233,kqu3lqj8AEiZLID,
1234,krpalekondrej_,
1235,krtshtc97,
1236,kuvacovak,
1237,kyoasu2,
1238,l20leonard,
1239,l3P9uEffWYsZcIf,
1240,l_pyrotechnic,
1241,labaguna,
1242,lauta_ruizd,
1243,lbmj4,
1244,lcsorvasi,
1245,leang_kem,
1246,leewayneh1,
1247,lenidca01,
1248,leo_EE2000,
1249,leo_chinho,
1250,leobrochado,
1251,leowong16362194,
1252,lexniskey,
1253,liambarry__,
1254,liatamir1,
1255,lincolnbazan,
1256,little_blueboyy,
1257,lixieleepookie,
1258,lleemile,
1259,lolsir8,
1260,lorenahincapie,
1261,lp3341,
1262,lualcruz,
1263,luiferpl,
1264,luis_jacome93,
1265,luke701209,
1266,lulup_62,
1267,luti_hs,
1268,lux56006935,
1269,lxy24950847,
1270,lynnjm7,
1271,lynyrdsdev,
1272,m0nkey_D_LUFFY1,
1273,m_remiu20,
1274,mac1point0,
1275,macjef21,
1276,macpille,
1277,magneaus,
1278,mahsanomerjaide,
1279,maithesita,
1280,majoul_rayen,
1281,maliksh54304249,
1282,mammanknt,
1283,manasmn,
1284,manisahukar96,
1285,mannyem97,
1286,manojrana5775,
1287,mansoortk,
1288,maoo17,
1289,marcelgdp,
1290,marieli73226495,
1291,marihyss,
1292,marim38000851,
1293,markstockwell60,
1294,marta_reis1,
1295,masakigrain718,
1296,matthew_brenden,
1297,mattk3lvin,
1298,mcdeniomili,
1299,mdevroot,
1300,meb4two,
1301,mehmetaras2112,
1302,mehradpanky,
1303,memratte,
1304,mendez_kennethe,
1305,mershsrh,
1306,mh_2411,
1307,mi_9ja,
1308,midoahmed214,
1309,miguelspina,
1310,miguelzinhoo__,
1311,mihirmahajan27,
1312,mikeymoet,
1313,mineharukung,
1314,mis_129,
1315,mixalisgames10,
1316,mjbruder,
1317,mkmehtab27,
1318,mockingjay1907,
1319,moezesh,
1320,mohamadawawdy,
1321,mohanck94,
1322,mohibur_sabbir,
1323,moicortez69,
1324,monacious007,
1325,monica32788256,
1326,monillo311,
1327,mppfav,
1328,mr___zx__,
1329,mrapcustoms,
1330,mraridugmailco1,
1331,mrgspb,
1332,mrlarishin,
1333,mrtech00101110,
1334,ms85558555,
1335,msopjulia,
1336,muskytp2,
1337,mustafaegilmez3,
1338,mutaawejonkan,
1339,mvcky_,
1340,mwango_noel,
1341,mxstifq,
1342,n0s3game,
1343,n_mecury,
1344,nabianhaiyou1,
1345,nagayu__,
1346,nakatapclife,
1347,nameisa_ABHAY,
1348,nataliechik920,
1349,nationeye,
1350,naveen_baggi,
1351,nawab2590,
1352,nazim__shahad_,
1353,nbc2850,
1354,ndyakanoff,
1355,neel2426,
1356,nerddevboy13,
1357,newlyholmes,
1358,newsonlyyyy,
1359,nia_ak0711,
1360,nidhibajaj07,
1361,nilesh_tiwari24,
1362,nishantshah817,
1363,nmDYNZBxkZNR5d0,
1364,no9cri,
1365,noahwerkelin,
1366,noone291997,
1367,notty_staff,
1368,ntwana_sash,
1369,nuanqipianzi,
1370,nunek0695,
1371,nytion,
1372,obra_digital,
1373,octopus_eng,
1374,ohmyessk8,
1375,omon_san,
1376,ompawarsrk,
1377,onyebekemedia,
1378,pEDO0ouMcfBdhy9,
1379,paltonplex,
1380,pankajbhaibaria,
1381,pappy_dinero,
1382,pas_20001,
1383,pattonii10,
1384,patyaguilera,
1385,paul66974054,
1386,paulpinkuu,
1387,perezz_melinaa,
1388,phatchy_p,
1389,phil_ezra,
1390,platjames,
1391,podblast33,
1392,pongpak2010,
1393,popeye_1070,
1394,powernftt,
1395,priyan_sugeeth,
1396,ps_erikar,
1397,pstamatiadis,
1398,purosupi_fam,
1399,qqqmakk,
1400,questleadpastor,
1401,qvIQR7Rbegop3I4,
1402,qxc222,
1403,raYmondStjoNes,
1404,rafa1211,
1405,rafal_perz,
1406,rageside24,
1407,rahulagg7,
1408,rajeshkb_tech,
1409,rajput_vinit143,
1410,ram_tangula,
1411,rasal_harish,
1412,raulinver,
1413,raynivea,
1414,rdvanKUDDAR,
1415,readdustin,
1416,realalfern,
1417,realsantagada,
1418,realshub69,
1419,realvikoo,
1420,realzachdillon,
1421,reddezi,
1422,redondob69,
1423,rejoycemax,
1424,rhaiven,
1425,riccoramseur,
1426,rice_qi,
1427,ritciebobby,
1428,riverar76,
1429,robduddy,
1430,robertdaatos,
1431,roeXQKKJbgLLdKg,
1432,rohitsonigitian,
1433,ronpoole2001,
1434,rortunocab,
1435,rui_von_couto,
1436,ryannoltemeyer,
1437,s9_quiroz,
1438,sahilll_23,
1439,saizotic,
1440,sakuraop1077,
1441,salaheddinagri_,
1442,saldinz,
1443,sale_y7,
1444,saliox1,
1445,sameerk21687529,
1446,samiwazir,
1447,sanea_alex,
1448,sanjaychawla27,
1449,sarah_gallup2,
1450,satch98729948,
1451,satouseinan,
1452,savagehrma,
1453,sawantshubham6,
1454,saxtosa,
1455,scottzhu530,
1456,scribzilla,
1457,sebapereira12,
1458,serchdo,
1459,sgdiazg,
1460,shaheer_zaidi,
1461,shahmeer55,
1462,shakib_02,
1463,shauryanayak,
1464,shilinguo,
1465,shuangmendongm1,
1466,sibpalll,
1467,sid_aslekar,
1468,sidelinebeats,
1469,sign_coral,
1470,silwal_sulabh,
1471,siosoto_app,
1472,sjd35714240,
1473,sjj_solutions,
1474,skyn_sex,
1475,smeten38,
1476,sofyanalma2,
1477,soniialang,
1478,sonisachin2411,
1479,soumya300845744,
1480,souravdas_sona,
1481,sourinc4,
1482,spacex_rid,
1483,spfcmagrinn,
1484,spottynba12,
1485,sridevithavase7,
1486,ssamrat_b,
1487,stacksspamv_,
1488,staxitall,
1489,stephanthomas23,
1490,stiglu78,
1491,subodh_admane,
1492,sudeep_lingan,
1493,sufyansuri571,
1494,sugadee86,
1495,superjzzzz,
1496,suzy65604248,
1497,t_______07o1,
1498,taichi061311,
1499,taikotomoya0412,
1500,tangieren,
1501,taniamedina71,
1502,tanjiroo184,
1503,tayfunzeki,
1504,tchap21,
1505,te_natta42,
1506,techscusemeoffl,
1507,tedi_ant,
1508,teheca_app,
1509,teng2080,
1510,teoj_0428,
1511,termibrator_bbq,
1512,tevvy1974,
1513,tghgkk1,
1514,the_anta9on1st,
1515,thematin_,
1516,thi_lxm,
1517,thiagooliverflu,
1518,thutaoo1313,
1519,tigranendinyan,
1520,till_frd,
1521,tml06231986,
1522,toledovendrell,
1523,toloncho22,
1524,tomasesapellido,
1525,toyyibolawale4,
1526,tribunadephb,
1527,tswapnil976,
1528,tuanedakidd,
1529,tusharmun7,
1530,tylerbetz_dr,
1531,ueryer,
1532,ulisesmillan_1,
1533,urstrulyashu1,
1534,userhenzo,
1535,v_karpiv,
1536,valroma,
1537,vantephoria_twt,
1538,varadvatharkar,
1539,varmaanil306,
1540,varun0512,
1541,venueflexdesign,
1542,vicky33450,
1543,vikashp06488863,
1544,vinitcontact,
1545,vinods1010,
1546,vishalzinder17,
1547,vishmaypatel1,
1548,vpmanivellore,
1549,vu2tr,
1550,waikikiguru,
1551,wangyao57765234,
1552,wannapa_jeab,
1553,wasiur0,
1554,webadent_net,
1555,weeswolf,
1556,who_is_zaidL,
1557,whoareu1234569,
1558,wildip700,
1559,with1689,
1560,wz3399,
1561,xevin1008,
1562,xina_uiui,
1563,xleonx891,
1564,xsurge4400,
1565,yGcbyx222C8pP7B,
1566,yangzongyue2,
1567,yashwantsenani2,
1568,yemen23144,
1569,yeshuazz,
1570,ymoin3,
1571,ynwakoppite,
1572,yqhshaq,
1573,yqxeno,
1574,ysf_dmrx21,
1575,yy83179316,
1576,zandre_bester,
1577,zelloufi4,
1578,zuberSayyad15,
1579,zunjing_li,
1580,zxSqrEovIsOfHSx,
