,Username,sentiment
0,0137q2KPiMUzIxN,0.5
1,05Swity,0.4000000059604645
2,06Syedaliahsan,0.30000001192092896
3,0708Joseelias,0.10000000149011612
4,0MAR_N0UR,0.0
5,1TommyD1,-0.20000000298023224
6,1andresram,0.30000001192092896
7,1blessedhoss,0.10000000149011612
8,29665342ww,0.30000001192092896
9,2l5OLQCbDRZyw9I,0.30000001192092896
10,3mmar_3li_0,0.30000001192092896
11,3mostafa_,0.30000001192092896
12,4VvG8WfKTwTHraC,0.0
13,4byss007,0.699999988079071
14,63vwrat,0.0
15,656Diag,0.30000001192092896
16,78419Htt,0.10000000149011612
17,7dbf97b3911b451,0.30000001192092896
18,8ntitgrate,0.20000000298023224
19,9bladez,0.10000000149011612
20,AB_rath0d,0.30000001192092896
21,ADX_19,0.10000000149011612
22,AFAQAHM65667383,0.0
23,AFC_A_S,0.0
24,AIA2656,0.20000000298023224
25,ALELE85513828,0.6000000238418579
26,ALEX335500,0.0
27,AMaher64,0.10000000149011612
28,ARANSARI0,0.10000000149011612
29,ATOMOS1istaken,-0.6000000238418579
30,AYOMIDEFADIPE5,0.10000000149011612
31,A___Leader___S,0.30000001192092896
32,Aahadansari2187,0.0
33,AakarshKamboj,-0.20000000298023224
34,AanuvabG,0.0
35,AarnDaniels1,-0.10000000149011612
36,AaronEhMunro,0.0
37,AaronUong,-0.800000011920929
38,AbassJolaiya,0.5
39,AbdulSamad0009,-0.30000001192092896
40,Abhishe92288255,-0.4000000059604645
41,Abhithakur1000,0.30000001192092896
42,Aboutinco,0.10000000149011612
43,Abowaad_Mostafa,0.30000001192092896
44,AckeenLawrence,0.0
45,ActuaryBenjamin,-0.5
46,Adam_Martinez99,0.20000000298023224
47,AdexC7,-0.30000001192092896
48,AdmiralKarlLSc2,
49,AdnanShahid571,-0.10000000149011612
50,AdrianP60125256,-0.4000000059604645
51,Adrianov1995,0.20000000298023224
52,AgFVtBTs7L2pXwR,0.0
53,AghoshPrasannan,0.30000001192092896
54,AgwazaBadde,-0.20000000298023224
55,AhmadAh25687390,0.30000001192092896
56,AhmedNishan17,0.0
57,Ahmerd_suleman,-0.6000000238418579
58,Ajay4suresh,0.800000011920929
59,Ajuchoudhary000,0.30000001192092896
60,AkbarBinUmer,0.0
61,Ake98731816,0.30000001192092896
62,AkhikAziz,0.30000001192092896
63,Akmal87604990,0.30000001192092896
64,AkramIbneSiraj,0.0
65,Alancheung819,0.30000001192092896
66,Alassttorr,0.30000001192092896
67,AlbertaRistine,-0.30000001192092896
68,AlcaraJonatas,0.4000000059604645
69,AleNoguera23,0.30000001192092896
70,Aleja_Osorio_C,0.4000000059604645
71,Alejandro_pina,0.20000000298023224
72,AlessandraRises,0.10000000149011612
73,AlexTweets_321,0.10000000149011612
74,AliShahriarzade,0.699999988079071
75,AliShay05962332,0.10000000149011612
76,AlianElonHusain,0.800000011920929
77,Alis_Navadiya_,-0.20000000298023224
78,Aliyanaws,0.0
79,AllanDePrince2,-0.20000000298023224
80,AlstonZhan,0.699999988079071
81,AlyJera,0.0
82,AmalBobaker,0.0
83,AmoghGowda89,-0.699999988079071
84,AnatanRigo,0.30000001192092896
85,Anderso22355605,0.30000001192092896
86,AndradeCrr,0.0
87,AndrewFalce,0.5
88,Andriobrandao88,0.20000000298023224
89,AniketJ89556311,0.8999999761581421
90,AnjaliK29763971,0.30000001192092896
91,AnnaClaRAkyym,-0.5
92,Anshuman9142,0.30000001192092896
93,AnthonyRothis,-0.5
94,AnthuamNazzer,0.0
95,AnurakNuyim,0.6000000238418579
96,AnyRoy9,0.0
97,AparcedoC,0.30000001192092896
98,Apple_jp222,0.30000001192092896
99,Arbaz__far00q,-0.20000000298023224
100,Archana21184152,0.800000011920929
101,Arijoseoficial,0.8999999761581421
102,Arish19102271,0.30000001192092896
103,Armando37386677,0.6000000238418579
104,ArmandoBR,0.10000000149011612
105,ArmandoYepez6,0.20000000298023224
106,Arsalwnm,0.30000001192092896
107,ArsenijAhmadal1,0.0
108,ArshadbalochPTI,-0.10000000149011612
109,AruArzan,0.8999999761581421
110,ArwynBurrowes,0.0
111,AryanParekh1117,-0.30000001192092896
112,ArzoMike,0.4000000059604645
113,AsamaRani03,0.0
114,AshiqBh48137016,0.5
115,AshmitSardiwal,0.0
116,Ashok85774515,0.10000000149011612
117,Ashwaq7008,0.10000000149011612
118,AsifKhanAdnan,0.6000000238418579
119,AsraPVP,0.30000001192092896
120,AtayHashus,-0.10000000149011612
121,AustinJimmy3,0.800000011920929
122,AutaShagi,-0.10000000149011612
123,AviShoumik,-0.10000000149011612
124,Avishek2308,0.0
125,Ayaazkh18,-0.4000000059604645
126,AymanHis,0.30000001192092896
127,AyoobAlpha,0.699999988079071
128,BALAM79543533,0.0
129,BASILEL67272711,0.20000000298023224
130,BChiwandu,0.699999988079071
131,BO8178,0.20000000298023224
132,BSagnoh,0.10000000149011612
133,BabbuKuk,0.20000000298023224
134,BadMUTerEffer,0.10000000149011612
135,BakhshiAmirrr,0.30000001192092896
136,Bala89647456,0.8999999761581421
137,BallsDeeptheone,0.0
138,BanjoThreeie87,0.4000000059604645
139,BarbieJ91218222,0.4000000059604645
140,BartekWerty,0.30000001192092896
141,BasuNarendra1,0.30000001192092896
142,Bbrasays,0.0
143,BeHappy43941041,0.699999988079071
144,Beerbabaaa,0.4000000059604645
145,Bhabin070,0.0
146,Bhavika92304708,0.699999988079071
147,BhunnooAthar,0.0
148,BigmanShawn_,0.20000000298023224
149,BillCjcbill,0.30000001192092896
150,BohdanMykytey,0.0
151,Bonanilaskar27,-0.4000000059604645
152,BorgeadvAlvaro,0.10000000149011612
153,BoubouRahim,-0.6000000238418579
154,Brandonedwards,0.30000001192092896
155,Brau_23,0.20000000298023224
156,Brayanluis262,0.30000001192092896
157,Brayden__Stark,0.6000000238418579
158,Bruncastell58,0.10000000149011612
159,BtsSafoo,0.30000001192092896
160,BtvMatthew,0.30000001192092896
161,BundyNurhyeal,-0.30000001192092896
162,BunthaiMeas,-0.20000000298023224
163,CAngulomorales,0.10000000149011612
164,CHANDRASHISH17,0.8999999761581421
165,CHW4everyone,0.30000001192092896
166,CadburyAchu,0.10000000149011612
167,CalebConner_AL,0.20000000298023224
168,CamTajik,-0.10000000149011612
169,Camilesuc,0.30000001192092896
170,CamiloAventure,0.30000001192092896
171,CapXcV66GFN59HA,0.30000001192092896
172,CarlosZ80803050,-0.5
173,Carlosm12160314,0.0
174,Carlosmusico22,0.6000000238418579
175,CarolineNyazika,0.10000000149011612
176,Carterwood22,0.20000000298023224
177,CaseyKco,0.0
178,CassieEdwardso5,0.6000000238418579
179,CatalystEx,0.30000001192092896
180,CesarE0423,0.699999988079071
181,Chandru033,0.30000001192092896
182,CharlesMukalaz1,0.10000000149011612
183,Charlot27694242,0.8999999761581421
184,ChernetTerefe3,0.4000000059604645
185,CherryiesR,-0.20000000298023224
186,Chi22642650,0.800000011920929
187,ChonghaoZhao,0.10000000149011612
188,Chrisdraxler59,-0.4000000059604645
189,Christo09512223,0.4000000059604645
190,Citlali28062346,-0.20000000298023224
191,Claudio_Ciccone,0.10000000149011612
192,Claus_Discher,-0.30000001192092896
193,ClumsyCigars,-0.20000000298023224
194,Comrhyper,-0.10000000149011612
195,CrystalRoubiqu7,0.0
196,CyberDelcapone,-0.4000000059604645
197,DARKWAGEORGEAT1,0.699999988079071
198,DMac9965,0.30000001192092896
199,DOCTOR_0911AJEJ,
200,DQ_Dragon,0.20000000298023224
201,DQ_X_RACCO,0.4000000059604645
202,DQ_X_SEABASS,0.30000001192092896
203,DRMOHMM51640316,0.20000000298023224
204,DSangchai,0.0
205,DSoleSurvivor,0.10000000149011612
206,DYRNU_CA,0.20000000298023224
207,DaddyMyco1991,
208,DagarguliaGoga,0.10000000149011612
209,DaisyZulu2,-0.20000000298023224
210,DamienRL1972,0.0
211,Daniel90419023,0.30000001192092896
212,DanielAndrews64,0.800000011920929
213,DanishDanesh,0.0
214,DannyC397,0.699999988079071
215,Dany_12Esquivel,0.6000000238418579
216,DarescuMarius,0.8999999761581421
217,DarkSeedX,0.20000000298023224
218,DarrellRyle,0.0
219,DashaTa91868718,0.30000001192092896
